unit_id,blood_type,location_type,location_id,expiry_days_remaining
U03978,A+,bloodbank,BB007,9
U03979,A+,hospital,H017,16
U03980,B+,bloodbank,BB004,15
U03981,A+,bloodbank,BB003,13
U03982,O+,hospital,H015,29
U03983,O+,hospital,H007,33
U03984,A+,bloodbank,BB095,41
U03985,O+,bloodbank,BB064,27
U03986,O+,hospital,H027,28
U03987,AB+,hospital,H041,37
U03988,O+,bloodbank,BB037,10
U03989,B+,bloodbank,BB080,37
U03990,A+,bloodbank,BB020,8
U03991,O+,hospital,H007,38
U03992,O+,bloodbank,BB069,7
U03993,B+,bloodbank,BB033,5
U03994,O+,hospital,H039,3
U03995,O+,bloodbank,BB015,17
U03996,B+,hospital,H026,28
U03997,O+,bloodbank,BB013,10
U03998,B+,bloodbank,BB089,22
U03999,O+,bloodbank,BB081,20
U04000,B+,hospital,H012,1
U04001,B+,bloodbank,BB093,4
U04002,B+,bloodbank,BB071,26
U04003,B+,bloodbank,BB015,38
U04004,B+,hospital,H032,4
U04005,O+,hospital,H028,34
U04006,O-,bloodbank,BB098,38
U04007,O-,bloodbank,BB030,13
U04008,O-,bloodbank,BB054,30
U04009,O+,hospital,H012,31
U04010,A+,bloodbank,BB020,19
U04011,B+,hospital,H016,2
U04012,AB+,bloodbank,BB080,31
U04013,O+,hospital,H012,31
U04014,A+,hospital,H002,35
U04015,B+,hospital,H022,10
U04016,A+,hospital,H045,39
U04017,O+,bloodbank,BB020,9
U04018,O+,bloodbank,BB019,5
U04019,A-,bloodbank,BB021,21
U04020,O+,bloodbank,BB078,34
U04021,A+,bloodbank,BB042,22
U04022,O+,hospital,H046,14
U04023,O-,hospital,H024,26
U04024,O+,hospital,H005,24
U04025,B+,bloodbank,BB065,26
U04026,A+,bloodbank,BB057,8
U04027,B+,bloodbank,BB074,34
U04028,A+,bloodbank,BB006,15
U04029,A+,hospital,H024,7
U04030,B+,hospital,H030,14
U04031,B+,hospital,H006,9
U04032,O+,bloodbank,BB098,41
U04033,B+,bloodbank,BB034,15
U04034,O+,hospital,H038,7
U04035,A+,hospital,H016,32
U04036,O+,hospital,H018,29
U04037,O+,hospital,H040,25
U04038,O+,hospital,H048,27
U04039,B+,bloodbank,BB096,39
U04040,O+,bloodbank,BB060,6
U04041,A-,bloodbank,BB056,22
U04042,O+,hospital,H034,22
U04043,O-,bloodbank,BB007,38
U04044,A+,bloodbank,BB076,21
U04045,O+,hospital,H007,25
U04046,O+,hospital,H020,8
U04047,A+,hospital,H033,41
U04048,O+,hospital,H047,35
U04049,O+,bloodbank,BB059,28
U04050,B+,hospital,H031,22
U04051,O-,bloodbank,BB046,23
U04052,B+,bloodbank,BB010,40
U04053,O-,bloodbank,BB094,10
U04054,A+,hospital,H039,21
U04055,A+,hospital,H009,41
U04056,A+,hospital,H030,19
U04057,B+,hospital,H040,16
U04058,O+,hospital,H026,30
U04059,O+,bloodbank,BB004,30
U04060,O+,hospital,H045,16
U04061,B+,bloodbank,BB055,30
U04062,A-,hospital,H021,2
U04063,A+,hospital,H002,37
U04064,O+,hospital,H045,28
U04065,O+,bloodbank,BB098,6
U04066,O+,bloodbank,BB075,18
U04067,B+,bloodbank,BB087,5
U04068,O+,bloodbank,BB067,25
U04069,B+,bloodbank,BB053,4
U04070,B+,bloodbank,BB086,37
U04071,B+,hospital,H019,21
U04072,O+,hospital,H023,25
U04073,O+,hospital,H013,5
U04074,O+,bloodbank,BB031,16
U04075,A+,bloodbank,BB075,37
U04076,O+,hospital,H012,28
U04077,B+,hospital,H008,13
U04078,B+,bloodbank,BB099,8
U04079,A+,hospital,H024,18
U04080,B+,hospital,H025,31
U04081,A+,hospital,H039,7
U04082,A+,hospital,H025,37
U04083,A+,hospital,H035,38
U04084,B+,bloodbank,BB048,34
U04085,A+,hospital,H031,16
U04086,A+,hospital,H025,29
U04087,O+,hospital,H009,11
U04088,A+,bloodbank,BB021,3
U04089,AB-,bloodbank,BB008,16
U04090,A+,hospital,H012,22
U04091,O+,hospital,H041,26
U04092,O+,bloodbank,BB061,4
U04093,A-,bloodbank,BB093,1
U04094,B+,hospital,H035,18
U04095,A-,bloodbank,BB053,14
U04096,B+,bloodbank,BB089,17
U04097,B+,bloodbank,BB041,37
U04098,O+,hospital,H040,1
U04099,O-,hospital,H018,6
U04100,O-,bloodbank,BB097,27
U04101,O+,hospital,H030,1
U04102,AB+,bloodbank,BB027,23
U04103,A+,hospital,H041,31
U04104,O+,hospital,H017,12
U04105,A+,hospital,H040,10
U04106,O+,bloodbank,BB061,24
U04107,A+,hospital,H043,20
U04108,B+,hospital,H009,13
U04109,O+,bloodbank,BB025,35
U04110,A+,hospital,H006,26
U04111,O+,bloodbank,BB063,41
U04112,A-,hospital,H011,37
U04113,A+,bloodbank,BB096,31
U04114,B+,bloodbank,BB055,4
U04115,B+,hospital,H029,37
U04116,B-,hospital,H039,2
U04117,B+,hospital,H025,17
U04118,O+,bloodbank,BB050,22
U04119,O+,hospital,H043,30
U04120,A+,hospital,H031,25
U04121,B+,bloodbank,BB072,20
U04122,B+,bloodbank,BB022,30
U04123,A+,bloodbank,BB070,18
U04124,A+,hospital,H039,39
U04125,B+,bloodbank,BB013,24
U04126,A+,bloodbank,BB007,15
U04127,O+,bloodbank,BB033,33
U04128,O+,hospital,H028,17
U04129,A+,bloodbank,BB090,33
U04130,B+,hospital,H028,6
U04131,O+,hospital,H018,7
U04132,O+,bloodbank,BB098,11
U04133,A+,bloodbank,BB013,33
U04134,A+,hospital,H001,24
U04135,B+,hospital,H040,42
U04136,O-,bloodbank,BB064,34
U04137,B+,hospital,H017,37
U04138,O+,hospital,H044,2
U04139,O+,bloodbank,BB033,4
U04140,O+,bloodbank,BB010,16
U04141,O+,bloodbank,BB003,26
U04142,O+,hospital,H015,25
U04143,A-,bloodbank,BB060,35
U04144,B+,bloodbank,BB055,10
U04145,A+,hospital,H040,33
U04146,B+,hospital,H008,5
U04147,O-,hospital,H017,20
U04148,A-,bloodbank,BB071,16
U04149,B+,bloodbank,BB035,18
U04150,O+,hospital,H015,26
U04151,O+,hospital,H043,6
U04152,O+,hospital,H004,6
U04153,AB+,bloodbank,BB048,15
U04154,B+,hospital,H037,21
U04155,O+,bloodbank,BB003,6
U04156,O+,hospital,H030,37
U04157,O+,hospital,H033,28
U04158,O+,hospital,H025,2
U04159,B+,hospital,H007,33
U04160,O-,hospital,H028,4
U04161,B+,bloodbank,BB050,15
U04162,O+,bloodbank,BB082,14
U04163,O+,bloodbank,BB042,20
U04164,O+,bloodbank,BB064,8
U04165,O+,bloodbank,BB077,19
U04166,O+,hospital,H007,19
U04167,A+,hospital,H017,30
U04168,O+,hospital,H012,25
U04169,A-,bloodbank,BB049,36
U04170,O+,hospital,H032,4
U04171,B+,bloodbank,BB021,6
U04172,O+,bloodbank,BB003,11
U04173,A+,hospital,H002,1
U04174,A+,hospital,H012,27
U04175,A+,hospital,H035,1
U04176,O+,bloodbank,BB018,33
U04177,A+,bloodbank,BB093,7
U04178,O+,hospital,H038,10
U04179,B+,bloodbank,BB005,34
U04180,O+,bloodbank,BB012,16
U04181,B+,bloodbank,BB096,24
U04182,AB+,hospital,H048,9
U04183,A+,bloodbank,BB034,40
U04184,O+,bloodbank,BB037,29
U04185,B+,bloodbank,BB018,17
U04186,B+,bloodbank,BB078,41
U04187,O+,bloodbank,BB039,8
U04188,O+,bloodbank,BB099,34
U04189,O-,bloodbank,BB052,42
U04190,B+,bloodbank,BB004,5
U04191,O-,hospital,H016,34
U04192,O+,hospital,H021,1
U04193,O+,hospital,H049,42
U04194,A+,bloodbank,BB041,37
U04195,O+,hospital,H013,11
U04196,O+,hospital,H031,31
U04197,O+,bloodbank,BB077,9
U04198,O-,hospital,H048,41
U04199,O+,bloodbank,BB034,33
U04200,B+,hospital,H033,3
U04201,O+,hospital,H040,40
U04202,B+,bloodbank,BB066,2
U04203,B+,hospital,H018,33
U04204,B+,hospital,H037,5
U04205,B-,hospital,H042,8
U04206,B+,hospital,H044,34
U04207,A+,hospital,H026,5
U04208,B+,hospital,H002,42
U04209,B+,hospital,H019,16
U04210,A+,bloodbank,BB032,19
U04211,A+,bloodbank,BB098,41
U04212,A+,bloodbank,BB046,25
U04213,A-,bloodbank,BB003,20
U04214,AB+,hospital,H016,12
U04215,B-,bloodbank,BB014,39
U04216,A+,hospital,H008,1
U04217,A+,bloodbank,BB078,14
U04218,O+,bloodbank,BB001,19
U04219,O+,hospital,H028,2
U04220,B+,hospital,H018,19
U04221,O+,hospital,H025,38
U04222,A-,bloodbank,BB035,14
U04223,O+,bloodbank,BB047,19
U04224,A+,hospital,H023,28
U04225,AB+,bloodbank,BB073,21
U04226,B+,hospital,H033,9
U04227,O+,hospital,H036,19
U04228,O+,hospital,H021,40
U04229,O-,hospital,H048,5
U04230,O+,bloodbank,BB015,7
U04231,A+,hospital,H036,40
U04232,AB+,hospital,H008,35
U04233,O+,hospital,H012,19
U04234,B+,hospital,H024,17
U04235,O+,hospital,H036,2
U04236,A+,hospital,H015,2
U04237,O-,bloodbank,BB048,10
U04238,O-,bloodbank,BB040,1
U04239,O+,hospital,H037,19
U04240,A+,hospital,H012,41
U04241,A+,hospital,H009,4
U04242,O+,bloodbank,BB025,42
U04243,B+,hospital,H041,36
U04244,A+,bloodbank,BB001,2
U04245,O+,bloodbank,BB013,9
U04246,B+,bloodbank,BB095,8
U04247,O+,hospital,H039,40
U04248,O+,hospital,H027,24
U04249,B+,hospital,H042,39
U04250,O+,bloodbank,BB074,37
U04251,A+,hospital,H008,40
U04252,B+,bloodbank,BB055,41
U04253,B+,bloodbank,BB015,5
U04254,B+,bloodbank,BB061,30
U04255,A+,hospital,H015,41
U04256,AB-,hospital,H020,33
U04257,O+,bloodbank,BB026,8
U04258,O+,bloodbank,BB058,15
U04259,O+,hospital,H002,24
U04260,O-,bloodbank,BB070,40
U04261,O+,bloodbank,BB015,33
U04262,B+,hospital,H031,5
U04263,B+,hospital,H031,7
U04264,O+,hospital,H002,19
U04265,O+,hospital,H013,7
U04266,B+,bloodbank,BB011,17
U04267,B+,bloodbank,BB044,14
U04268,A+,bloodbank,BB094,34
U04269,O-,bloodbank,BB024,5
U04270,B+,bloodbank,BB096,35
U04271,A+,bloodbank,BB096,24
U04272,O+,bloodbank,BB044,14
U04273,O+,bloodbank,BB075,41
U04274,O+,bloodbank,BB075,41
U04275,B-,hospital,H023,39
U04276,O+,hospital,H024,32
U04277,B+,bloodbank,BB001,24
U04278,O-,bloodbank,BB060,29
U04279,O+,bloodbank,BB100,25
U04280,O+,hospital,H022,42
U04281,A+,bloodbank,BB081,5
U04282,O+,hospital,H028,36
U04283,A+,hospital,H018,9
U04284,B+,bloodbank,BB036,41
U04285,B+,bloodbank,BB063,29
U04286,B+,bloodbank,BB006,29
U04287,O+,bloodbank,BB014,3
U04288,A+,bloodbank,BB099,5
U04289,B+,hospital,H049,16
U04290,B+,hospital,H012,41
U04291,O+,bloodbank,BB054,36
U04292,O+,bloodbank,BB048,18
U04293,B+,bloodbank,BB040,4
U04294,A-,bloodbank,BB047,24
U04295,A+,bloodbank,BB004,32
U04296,A+,hospital,H037,27
U04297,O+,bloodbank,BB032,16
U04298,O+,hospital,H041,31
U04299,A+,bloodbank,BB051,3
U04300,O+,hospital,H011,4
U04301,B-,bloodbank,BB029,17
U04302,O+,bloodbank,BB023,8
U04303,O+,bloodbank,BB042,8
U04304,O+,bloodbank,BB021,18
U04305,A+,bloodbank,BB014,14
U04306,B+,hospital,H041,40
U04307,B+,bloodbank,BB019,34
U04308,O+,hospital,H023,33
U04309,O+,hospital,H029,29
U04310,O+,hospital,H011,39
U04311,A+,hospital,H007,40
U04312,O+,hospital,H045,39
U04313,O+,hospital,H011,5
U04314,B+,bloodbank,BB042,26
U04315,A+,hospital,H002,12
U04316,O+,hospital,H002,6
U04317,AB+,bloodbank,BB050,7
U04318,B+,hospital,H034,28
U04319,O+,hospital,H042,40
U04320,O-,hospital,H034,15
U04321,O+,bloodbank,BB028,36
U04322,O+,bloodbank,BB023,16
U04323,B+,bloodbank,BB087,37
U04324,O+,bloodbank,BB001,11
U04325,O+,hospital,H041,24
U04326,O+,bloodbank,BB061,28
U04327,B+,hospital,H040,13
U04328,O+,hospital,H036,35
U04329,O+,hospital,H030,20
U04330,A+,bloodbank,BB043,14
U04331,B-,hospital,H050,6
U04332,A+,bloodbank,BB026,15
U04333,A+,hospital,H039,36
U04334,O-,bloodbank,BB065,4
U04335,O+,hospital,H032,3
U04336,B+,bloodbank,BB076,24
U04337,A+,hospital,H015,30
U04338,A+,hospital,H022,35
U04339,A+,hospital,H007,2
U04340,B+,bloodbank,BB005,16
U04341,B+,hospital,H038,1
U04342,O+,hospital,H035,7
U04343,A+,hospital,H004,22
U04344,B+,hospital,H041,14
U04345,B+,bloodbank,BB001,42
U04346,B+,hospital,H006,13
U04347,B+,bloodbank,BB060,30
U04348,O+,hospital,H033,34
U04349,A+,hospital,H048,31
U04350,B+,bloodbank,BB012,20
U04351,A+,bloodbank,BB010,18
U04352,O+,bloodbank,BB086,15
U04353,O+,hospital,H028,36
U04354,O+,bloodbank,BB016,29
U04355,O+,hospital,H050,3
U04356,O+,bloodbank,BB077,36
U04357,O+,bloodbank,BB006,20
U04358,A+,hospital,H035,27
U04359,B+,hospital,H037,34
U04360,A+,hospital,H038,18
U04361,O+,hospital,H043,1
U04362,O+,hospital,H021,32
U04363,A+,bloodbank,BB071,32
U04364,AB-,hospital,H016,3
U04365,O+,bloodbank,BB018,14
U04366,O+,bloodbank,BB098,13
U04367,O-,bloodbank,BB080,40
U04368,A+,bloodbank,BB070,2
U04369,O+,hospital,H044,31
U04370,O+,bloodbank,BB026,13
U04371,A+,bloodbank,BB058,40
U04372,AB-,bloodbank,BB031,26
U04373,B+,hospital,H043,22
U04374,A+,hospital,H008,23
U04375,A+,bloodbank,BB034,42
U04376,O+,bloodbank,BB034,10
U04377,A+,hospital,H013,35
U04378,A+,bloodbank,BB012,27
U04379,A+,hospital,H014,13
U04380,A+,bloodbank,BB026,29
U04381,O+,hospital,H007,7
U04382,O-,bloodbank,BB002,28
U04383,A+,bloodbank,BB084,31
U04384,A+,hospital,H041,26
U04385,B+,bloodbank,BB094,32
U04386,A+,hospital,H045,29
U04387,A+,hospital,H028,30
U04388,O+,bloodbank,BB027,23
U04389,O+,hospital,H014,16
U04390,O+,bloodbank,BB023,21
U04391,O+,bloodbank,BB085,36
U04392,O+,bloodbank,BB018,22
U04393,A+,hospital,H005,29
U04394,A+,bloodbank,BB041,34
U04395,O+,hospital,H030,26
U04396,O+,hospital,H008,12
U04397,O+,hospital,H039,38
U04398,O+,bloodbank,BB014,9
U04399,O-,bloodbank,BB095,7
U04400,A+,hospital,H037,14
U04401,B+,hospital,H015,30
U04402,A+,bloodbank,BB067,4
U04403,B+,bloodbank,BB037,33
U04404,A+,bloodbank,BB070,19
U04405,B+,bloodbank,BB083,36
U04406,O+,bloodbank,BB098,2
U04407,B+,bloodbank,BB098,21
U04408,O+,hospital,H040,12
U04409,O+,bloodbank,BB053,12
U04410,O+,hospital,H019,34
U04411,O+,hospital,H040,16
U04412,O+,bloodbank,BB057,12
U04413,AB+,hospital,H009,30
U04414,A+,bloodbank,BB071,28
U04415,B+,bloodbank,BB081,29
U04416,B+,bloodbank,BB034,11
U04417,B+,hospital,H007,7
U04418,B+,hospital,H041,38
U04419,O-,bloodbank,BB086,29
U04420,B+,bloodbank,BB065,15
U04421,A+,bloodbank,BB097,11
U04422,O+,hospital,H041,24
U04423,B+,bloodbank,BB038,26
U04424,O+,bloodbank,BB077,3
U04425,B+,hospital,H025,10
U04426,A+,hospital,H036,20
U04427,O+,bloodbank,BB052,7
U04428,A+,hospital,H037,6
U04429,A+,hospital,H045,14
U04430,O-,hospital,H029,4
U04431,A+,bloodbank,BB083,5
U04432,O-,bloodbank,BB062,11
U04433,A+,bloodbank,BB057,22
U04434,O+,hospital,H035,14
U04435,B+,bloodbank,BB079,15
U04436,O+,hospital,H021,18
U04437,A+,hospital,H009,27
U04438,O+,bloodbank,BB053,13
U04439,B+,bloodbank,BB010,16
U04440,A-,hospital,H041,26
U04441,O+,hospital,H001,8
U04442,A+,hospital,H026,5
U04443,B+,hospital,H050,18
U04444,O-,hospital,H012,15
U04445,A+,bloodbank,BB005,7
U04446,A+,bloodbank,BB045,12
U04447,O+,bloodbank,BB040,24
U04448,A+,bloodbank,BB098,9
U04449,B+,bloodbank,BB066,33
U04450,O-,bloodbank,BB055,14
U04451,A+,hospital,H019,38
U04452,A-,bloodbank,BB043,26
U04453,A+,bloodbank,BB083,17
U04454,A+,bloodbank,BB056,16
U04455,O+,bloodbank,BB079,14
U04456,O+,bloodbank,BB063,25
U04457,O+,hospital,H039,40
U04458,O-,bloodbank,BB069,14
U04459,B+,bloodbank,BB033,41
U04460,A+,bloodbank,BB092,5
U04461,O+,bloodbank,BB013,30
U04462,O+,hospital,H003,24
U04463,O+,hospital,H039,2
U04464,O+,hospital,H011,36
U04465,O+,hospital,H021,14
U04466,A+,bloodbank,BB064,26
U04467,A+,hospital,H004,42
U04468,O+,hospital,H009,11
U04469,A+,hospital,H010,26
U04470,A+,bloodbank,BB061,39
U04471,A+,bloodbank,BB095,16
U04472,A+,bloodbank,BB046,31
U04473,B+,bloodbank,BB072,28
U04474,A+,hospital,H028,34
U04475,A+,bloodbank,BB021,31
U04476,B+,bloodbank,BB063,27
U04477,AB+,bloodbank,BB028,23
U04478,A+,bloodbank,BB067,33
U04479,O-,bloodbank,BB061,21
U04480,B+,bloodbank,BB020,37
U04481,O+,hospital,H036,11
U04482,A+,hospital,H014,6
U04483,A+,bloodbank,BB020,33
U04484,O+,bloodbank,BB021,13
U04485,B+,hospital,H004,11
U04486,O+,hospital,H042,7
U04487,B+,bloodbank,BB046,13
U04488,A+,bloodbank,BB028,11
U04489,A+,hospital,H011,16
U04490,O+,hospital,H043,35
U04491,A+,hospital,H049,16
U04492,B+,bloodbank,BB098,31
U04493,O+,bloodbank,BB002,32
U04494,O+,hospital,H049,12
U04495,O+,hospital,H039,42
U04496,A+,hospital,H016,28
U04497,A+,hospital,H042,22
U04498,A+,bloodbank,BB089,11
U04499,O+,hospital,H026,9
U04500,B+,bloodbank,BB061,9
U04501,O-,hospital,H012,30
U04502,O+,hospital,H002,18
U04503,B+,bloodbank,BB029,9
U04504,O+,bloodbank,BB072,33
U04505,B+,hospital,H041,37
U04506,O-,bloodbank,BB001,5
U04507,O+,hospital,H021,22
U04508,A+,hospital,H013,27
U04509,O+,bloodbank,BB063,37
U04510,O+,bloodbank,BB021,3
U04511,O+,bloodbank,BB088,33
U04512,A-,hospital,H049,5
U04513,B+,hospital,H038,6
U04514,A-,hospital,H042,34
U04515,O+,bloodbank,BB065,26
U04516,A+,bloodbank,BB087,38
U04517,B+,hospital,H034,10
U04518,B+,bloodbank,BB088,17
U04519,A-,bloodbank,BB006,5
U04520,B+,hospital,H008,29
U04521,O+,bloodbank,BB059,9
U04522,A+,hospital,H006,7
U04523,A+,bloodbank,BB020,36
U04524,AB+,hospital,H021,19
U04525,O+,hospital,H001,25
U04526,B+,hospital,H039,10
U04527,B+,hospital,H045,15
U04528,A+,hospital,H005,8
U04529,A+,bloodbank,BB071,7
U04530,O+,bloodbank,BB069,22
U04531,A+,bloodbank,BB074,42
U04532,A+,bloodbank,BB020,24
U04533,O+,hospital,H001,25
U04534,B+,bloodbank,BB074,28
U04535,B+,hospital,H002,2
U04536,A+,bloodbank,BB059,29
U04537,A+,hospital,H039,39
U04538,A+,hospital,H015,40
U04539,O+,hospital,H022,27
U04540,B+,hospital,H002,37
U04541,A+,bloodbank,BB012,12
U04542,O-,bloodbank,BB021,12
U04543,B+,bloodbank,BB052,41
U04544,O+,bloodbank,BB081,10
U04545,B+,hospital,H044,24
U04546,B+,bloodbank,BB038,9
U04547,B+,bloodbank,BB024,21
U04548,B+,hospital,H022,17
U04549,B+,bloodbank,BB096,16
U04550,B+,bloodbank,BB062,33
U04551,O+,hospital,H024,15
U04552,B+,hospital,H028,39
U04553,B+,bloodbank,BB019,33
U04554,B+,hospital,H016,17
U04555,O-,bloodbank,BB035,2
U04556,A+,hospital,H032,26
U04557,B+,hospital,H024,40
U04558,O+,hospital,H003,22
U04559,B+,hospital,H016,22
U04560,B+,hospital,H026,27
U04561,O-,bloodbank,BB087,34
U04562,O+,bloodbank,BB058,31
U04563,O-,bloodbank,BB079,12
U04564,O+,hospital,H015,9
U04565,O+,hospital,H039,7
U04566,A+,hospital,H046,28
U04567,O+,bloodbank,BB066,37
U04568,O+,hospital,H047,33
U04569,A-,hospital,H019,17
U04570,O+,bloodbank,BB042,5
U04571,O+,bloodbank,BB018,27
U04572,B+,bloodbank,BB060,21
U04573,B+,bloodbank,BB090,3
U04574,B+,hospital,H041,1
U04575,O+,hospital,H026,4
U04576,O+,hospital,H010,31
U04577,A+,bloodbank,BB098,22
U04578,B+,hospital,H045,15
U04579,O+,hospital,H024,36
U04580,A+,hospital,H043,3
U04581,B+,bloodbank,BB033,17
U04582,A+,hospital,H005,28
U04583,B-,bloodbank,BB072,7
U04584,B+,hospital,H012,14
U04585,B+,bloodbank,BB098,31
U04586,A+,bloodbank,BB096,7
U04587,O+,hospital,H045,24
U04588,A+,bloodbank,BB064,38
U04589,B-,bloodbank,BB040,15
U04590,A+,hospital,H005,11
U04591,A+,hospital,H035,13
U04592,B+,bloodbank,BB011,6
U04593,O+,hospital,H033,28
U04594,B+,bloodbank,BB015,27
U04595,B+,hospital,H029,14
U04596,O+,hospital,H048,9
U04597,B-,bloodbank,BB026,18
U04598,A+,bloodbank,BB061,33
U04599,A+,bloodbank,BB098,27
U04600,B+,bloodbank,BB001,37
U04601,O+,bloodbank,BB019,9
U04602,O+,bloodbank,BB085,25
U04603,A+,bloodbank,BB045,25
U04604,O+,hospital,H039,37
U04605,B+,hospital,H003,5
U04606,O+,hospital,H028,13
U04607,B+,hospital,H020,42
U04608,B+,hospital,H019,1
U04609,A+,hospital,H026,18
U04610,B+,hospital,H041,13
U04611,O+,bloodbank,BB029,30
U04612,O+,bloodbank,BB088,36
U04613,O+,bloodbank,BB082,21
U04614,O+,hospital,H039,18
U04615,B+,hospital,H021,19
U04616,B+,bloodbank,BB080,4
U04617,A+,bloodbank,BB057,14
U04618,O-,bloodbank,BB056,26
U04619,O+,bloodbank,BB056,41
U04620,O+,bloodbank,BB055,1
U04621,O+,hospital,H008,36
U04622,B+,bloodbank,BB061,22
U04623,B+,hospital,H006,34
U04624,B-,hospital,H046,33
U04625,B+,hospital,H006,17
U04626,B+,hospital,H012,39
U04627,AB+,bloodbank,BB054,16
U04628,B+,bloodbank,BB082,22
U04629,A+,bloodbank,BB047,30
U04630,O+,bloodbank,BB100,26
U04631,O-,bloodbank,BB055,8
U04632,B+,hospital,H015,4
U04633,O+,hospital,H030,40
U04634,A+,bloodbank,BB084,17
U04635,O-,hospital,H042,9
U04636,B+,bloodbank,BB071,34
U04637,O+,hospital,H032,17
U04638,B+,bloodbank,BB024,9
U04639,A+,hospital,H014,41
U04640,O+,bloodbank,BB078,13
U04641,A+,bloodbank,BB067,8
U04642,B+,hospital,H025,26
U04643,A+,hospital,H001,20
U04644,O+,hospital,H050,25
U04645,AB-,bloodbank,BB051,40
U04646,B+,hospital,H036,3
U04647,A+,bloodbank,BB048,23
U04648,O+,hospital,H025,33
U04649,O+,bloodbank,BB043,42
U04650,O+,bloodbank,BB077,16
U04651,O-,hospital,H028,40
U04652,A+,hospital,H040,41
U04653,O+,hospital,H043,14
U04654,A+,bloodbank,BB098,21
U04655,O+,bloodbank,BB096,41
U04656,B+,bloodbank,BB032,20
U04657,A+,bloodbank,BB083,13
U04658,O+,hospital,H048,15
U04659,O+,hospital,H008,31
U04660,O+,hospital,H050,24
U04661,O-,hospital,H034,23
U04662,O+,bloodbank,BB095,7
U04663,B+,bloodbank,BB061,15
U04664,B+,hospital,H044,16
U04665,O-,bloodbank,BB027,2
U04666,B+,bloodbank,BB041,3
U04667,O+,hospital,H034,24
U04668,O-,hospital,H042,19
U04669,O+,hospital,H032,22
U04670,B+,hospital,H015,24
U04671,A+,hospital,H013,16
U04672,B+,hospital,H006,13
U04673,O+,hospital,H049,38
U04674,O+,hospital,H007,27
U04675,B+,bloodbank,BB092,25
U04676,B+,hospital,H012,20
U04677,B-,bloodbank,BB099,14
U04678,B+,hospital,H031,18
U04679,B+,bloodbank,BB066,13
U04680,O+,bloodbank,BB098,12
U04681,O+,bloodbank,BB068,36
U04682,O-,bloodbank,BB002,37
U04683,A+,hospital,H050,17
U04684,B+,bloodbank,BB092,4
U04685,B+,bloodbank,BB056,5
U04686,AB+,hospital,H013,37
U04687,A+,hospital,H042,37
U04688,B-,bloodbank,BB013,25
U04689,B+,hospital,H048,19
U04690,B+,hospital,H035,9
U04691,A+,hospital,H022,35
U04692,O+,bloodbank,BB054,40
U04693,A+,bloodbank,BB047,22
U04694,A+,bloodbank,BB030,8
U04695,B+,bloodbank,BB100,20
U04696,O+,hospital,H036,15
U04697,B+,bloodbank,BB028,42
U04698,AB+,bloodbank,BB087,31
U04699,O+,bloodbank,BB094,1
U04700,B+,bloodbank,BB049,14
U04701,A+,bloodbank,BB026,8
U04702,O+,bloodbank,BB078,17
U04703,B+,bloodbank,BB056,10
U04704,B+,bloodbank,BB002,34
U04705,O+,hospital,H008,33
U04706,B+,hospital,H017,33
U04707,B+,bloodbank,BB025,22
U04708,B+,bloodbank,BB042,18
U04709,O-,hospital,H019,1
U04710,O+,bloodbank,BB046,9
U04711,O-,hospital,H045,31
U04712,A+,hospital,H030,40
U04713,B+,bloodbank,BB034,27
U04714,A+,bloodbank,BB087,14
U04715,B+,hospital,H003,2
U04716,B+,hospital,H015,12
U04717,B+,hospital,H032,13
U04718,A+,hospital,H035,37
U04719,O-,hospital,H034,33
U04720,A+,bloodbank,BB091,3
U04721,B+,bloodbank,BB082,8
U04722,O-,hospital,H039,17
U04723,O+,hospital,H005,18
U04724,A+,hospital,H048,11
U04725,B+,hospital,H005,25
U04726,A+,bloodbank,BB087,38
U04727,B+,bloodbank,BB018,23
U04728,A+,bloodbank,BB017,40
U04729,A+,hospital,H012,3
U04730,B+,hospital,H008,20
U04731,B+,hospital,H017,17
U04732,B+,bloodbank,BB015,31
U04733,A+,bloodbank,BB060,23
U04734,B+,hospital,H046,8
U04735,A-,bloodbank,BB073,28
U04736,AB+,bloodbank,BB041,29
U04737,A+,bloodbank,BB087,20
U04738,B+,hospital,H049,24
U04739,A+,hospital,H038,37
U04740,A+,bloodbank,BB019,39
U04741,O+,hospital,H006,15
U04742,A+,hospital,H029,40
U04743,B+,bloodbank,BB052,37
U04744,O+,bloodbank,BB086,10
U04745,B+,bloodbank,BB011,21
U04746,A-,bloodbank,BB088,1
U04747,B+,bloodbank,BB045,20
U04748,A+,bloodbank,BB032,6
U04749,B+,hospital,H030,22
U04750,O+,hospital,H038,5
U04751,O+,bloodbank,BB091,10
U04752,O+,hospital,H042,23
U04753,O+,bloodbank,BB097,22
U04754,O+,bloodbank,BB029,33
U04755,A+,hospital,H033,32
U04756,O+,bloodbank,BB037,32
U04757,B+,hospital,H022,4
U04758,O+,bloodbank,BB055,5
U04759,A+,bloodbank,BB058,6
U04760,B+,bloodbank,BB084,14
U04761,B-,bloodbank,BB093,12
U04762,A+,hospital,H031,8
U04763,O+,hospital,H046,9
U04764,B+,bloodbank,BB088,36
U04765,A+,bloodbank,BB032,2
U04766,O-,hospital,H011,18
U04767,B+,bloodbank,BB025,9
U04768,B+,bloodbank,BB095,23
U04769,A+,bloodbank,BB048,4
U04770,B+,hospital,H006,33
U04771,A+,bloodbank,BB063,9
U04772,O+,hospital,H041,34
